batch_ts,run_index,topology,algo,nodes,num_switches,num_controllers,objective_type,alpha,beta,k_paths,link_sens,obj_value,solve_time_sec,mip_gap,status,ctrl_load_mean_init,ctrl_load_mean_final,ctrl_load_max_init,ctrl_load_max_final,ctrl_capacity_mean,ctrl_usable_capacity_mean,mig_total,mig_count,mig_cc,mig_rt_penalty,load_dev_init,load_dev_final,ctrl_util_mean_init,ctrl_util_mean_final,ctrl_util_max_init,ctrl_util_max_final,delta_ctrl_util_max,ctrl_util_p95_init,ctrl_util_p95_final,ctrl_util_std_final,ctrl_util_cov_final,jain_load_init,jain_load_final,ctrl_headroom_mean_final,ctrl_headroom_p50_final,ctrl_headroom_p95_final,rt_mean_init_ms,rt_mean_final_ms,delta_rt_mean_ms,rt_max_init_ms,rt_max_final_ms,rt_p95_init_ms,rt_p95_final_ms,delta_rt_p95_ms,prop_delay_mean_ms,prop_delay_max_ms,queue_delay_mean_ms,queue_delay_max_ms,sync_delay_ms,ctrl_rt_mean_ms,ctrl_rt_p95_ms,ctrl_rt_max_ms,unstable_controllers,link_util_mean,link_util_max,link_util_p95,violated_links_count,excess_util_total,rebalanced_load_total
20260624_125911,0,Xspedius,B1,34,34,4,B1,0.5,0.5,5,0.1,6425397.80322017,0.026752300997031853,0.0,SUCCESS,nan,1505.5,nan,1857.0,2286.5,1829.2,6914653.18674277,4,6914649.18674277,0.0,2042.0,891.0,0.6629596934073301,0.6603453700468163,0.9738412115649381,0.7976804123711341,-0.176160799193804,0.9717727617889603,0.7969131600611271,0.1553361556964182,0.23523471616891234,0.7747402996818873,0.9512327144142884,0.33965462995318374,0.2863391212643484,0.5508641321318641,53.96845422185044,nan,nan,inf,237.49151894263812,nan,nan,nan,18.457022075322225,40.18097986985136,78.8475232913151,185.18518518518206,26.03271171249284,0.0,0.0,0.0,0,0.6662448458611757,1.784788931771418,1.0897866597602994,3,1.7723267011532373,773.0
20260624_125911,0,Xspedius,RUN_SETUP,34,0,0,min_sum_util,0.5,0.5,5,0.1,,0.0,,EXCEPTION_NameError_name 'run_baseline3_easm_exact' is not defined,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
